state,city,latitude,longitude,timestamp,pm25,pm10,no2,co,so2,o3,temperature,humidity,pressure,wind_speed,dist_to_road,dist_to_industry,dist_to_dump,hour,day,month,day_of_week,season,source_label,confidence
Bihar,Patna,25.586751,85.143181,2024-01-01 18:00:00,0.4286664007445818,0.4269548489306325,0.2108239095315024,0.4694323144104804,0.6619289340101523,1.0,0.6211180124223601,0.3898305084745762,0.0,0.5373913043478261,0.7016460905349793,0.886128364389234,0.2206185567010309,18,1,1,0,Winter,Natural,0.74
Telangana,Hyderabad,17.393092,78.496432,2024-01-01 19:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.6521739130434785,0.559322033898305,0.5,0.4486956521739129,0.8703703703703703,0.6459627329192548,0.0515463917525773,19,1,1,0,Winter,Natural,0.85
Punjab,Amritsar,31.631614,74.880506,2024-01-01 20:00:00,0.3782741656694587,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.1217391304347828,0.559322033898305,0.0,0.0,0.3888888888888888,0.8157349896480331,0.0515463917525773,20,1,1,0,Winter,Natural,0.74
Gujarat,Ahmedabad,23.019422,72.573763,2024-01-01 21:00:00,0.0732615343704294,0.2361661197238881,0.2697899838449111,0.0873362445414847,0.2101522842639594,0.2870207139709123,0.3776397515527949,0.6271186440677965,0.5,0.5373913043478261,0.5288065843621399,0.0910973084886128,0.2391752577319587,21,1,1,0,Winter,Natural,0.86
Rajasthan,Jaipur,26.903039,75.781404,2024-01-01 22:00:00,0.4099188937641271,0.6437705103541925,0.6526655896607433,0.6026200873362445,0.1147208121827411,0.3204054649625386,0.4645962732919253,0.1694915254237288,0.5,0.4486956521739129,0.7572016460905349,0.2318840579710145,0.9835051546391754,22,1,1,0,Winter,Natural,0.71
Telangana,Hyderabad,17.38219,78.490618,2024-01-01 23:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.6546583850931675,0.559322033898305,0.5,0.4486956521739129,0.1604938271604938,0.1987577639751552,0.1855670103092783,23,1,1,0,Winter,Natural,0.89
Gujarat,Ahmedabad,23.017808,72.57652,2024-01-02 00:00:00,0.0732615343704294,0.2361661197238881,0.2697899838449111,0.0873362445414847,0.2101522842639594,0.2870207139709123,0.8832298136645962,0.271186440677966,0.5,0.6852173913043478,0.3950617283950617,0.0559006211180124,0.9876288659793816,0,2,1,1,Winter,Natural,0.81
Karnataka,Bangalore,12.971242,77.587413,2024-01-02 01:00:00,0.3136550990559765,0.32363924408736,0.5516962843295639,0.4475982532751091,0.6893401015228426,0.7696121639488761,0.5105590062111802,0.5932203389830508,1.0,1.0,0.648148148148148,0.2919254658385093,0.9402061855670104,1,2,1,1,Winter,Natural,0.85
Maharashtra,Mumbai,19.083796,72.878542,2024-01-02 02:00:00,0.0765855604307937,0.1627249066425257,0.1114701130856219,0.0240174672489082,0.3593908629441624,0.3178713089466725,1.0,0.4576271186440678,0.5,0.5373913043478261,0.9629629629629628,0.4099378881987577,0.1525773195876288,2,2,1,1,Winter,Natural,0.89
Assam,Guwahati,26.13603,91.736609,2024-01-02 03:00:00,0.6331604839781944,0.5375127305646713,0.1817447495961227,0.5873362445414848,0.6365482233502539,0.973446452181578,0.0,1.0,1.0,0.4486956521739129,0.2901234567901234,0.6211180124223603,0.936082474226804,3,2,1,1,Winter,Natural,0.86
Odisha,Bhubaneswar,20.286644,85.826891,2024-01-02 04:00:00,0.1822895891503789,0.1856965033382369,0.2011308562197092,0.3427947598253276,0.5411167512690356,0.3693256941383869,0.8683229813664592,0.7118644067796609,0.0,0.7165217391304347,0.2901234567901234,0.6977225672877847,0.8371134020618557,4,2,1,1,Winter,Natural,0.84
Assam,Guwahati,26.140844,91.730602,2024-01-02 05:00:00,0.6331604839781944,0.5375127305646713,0.1817447495961227,0.5873362445414848,0.6365482233502539,0.973446452181578,0.0037267080745344,1.0,1.0,0.4486956521739129,0.7901234567901234,0.8157349896480331,0.1134020618556701,5,2,1,1,Winter,Natural,0.86
Maharashtra,Mumbai,19.074337,72.887444,2024-01-02 06:00:00,0.0765855604307937,0.1627249066425257,0.1114701130856219,0.0240174672489082,0.3593908629441624,0.3178713089466725,0.998757763975155,0.4576271186440678,0.5,0.5373913043478261,0.4958847736625513,0.6583850931677019,0.5649484536082474,6,2,1,1,Winter,Natural,0.92
Delhi,Delhi,28.613946,77.205195,2024-01-02 07:00:00,0.4230820369631697,0.492701142921806,1.0,0.8558951965065501,0.2253807106598984,0.3973115910092553,0.2596273291925466,0.4915254237288136,0.0,0.1791304347826086,0.382716049382716,0.7908902691511388,0.2804123711340206,7,2,1,1,Winter,Natural,0.86
Assam,Guwahati,26.138551,91.730242,2024-01-02 08:00:00,0.6331604839781944,0.5375127305646713,0.1817447495961227,0.5873362445414848,0.6365482233502539,0.973446452181578,0.0037267080745344,1.0,1.0,0.4486956521739129,0.3045267489711933,0.730848861283644,0.1216494845360824,8,2,1,1,Winter,Natural,0.86
Telangana,Hyderabad,17.378957,78.495261,2024-01-02 09:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.662111801242236,0.559322033898305,0.5,0.4486956521739129,0.4444444444444444,0.1718426501035196,0.1381443298969072,9,2,1,1,Winter,Natural,0.88
Punjab,Amritsar,31.639387,74.878255,2024-01-02 10:00:00,0.3782741656694587,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.1204968944099378,0.559322033898305,0.0,0.0,0.6152263374485597,0.7660455486542443,0.5938144329896907,10,2,1,1,Winter,Natural,0.81
Karnataka,Bangalore,12.962095,77.603305,2024-01-02 11:00:00,0.2885254620396223,0.2938780129003054,0.4491114701130856,0.3733624454148471,0.802030456852792,0.76983252534156,0.5031055900621118,0.5932203389830508,1.0,1.0,0.9012345679012344,0.1925465838509317,0.8907216494845361,11,2,1,1,Winter,Natural,0.83
West Bengal,Kolkata,22.581982,88.367852,2024-01-02 12:00:00,0.1341576917963036,0.1639696729659386,0.1938610662358643,0.3908296943231441,0.2477157360406091,0.3358307624504186,0.6198757763975156,0.847457627118644,0.0,0.7165217391304347,0.6378600823045266,0.2525879917184265,0.7711340206185567,12,2,1,1,Winter,Natural,0.76
Assam,Guwahati,26.134858,91.730905,2024-01-02 13:00:00,0.6331604839781944,0.5375127305646713,0.1817447495961227,0.5873362445414848,0.6365482233502539,0.973446452181578,0.0062111801242239,1.0,1.0,0.4486956521739129,0.6172839506172838,0.7432712215320911,0.8432989690721651,13,2,1,1,Winter,Natural,0.86
Tamil Nadu,Chennai,13.090172,80.270015,2024-01-02 14:00:00,0.1724504720117005,0.2142129682018784,0.5032310177705978,0.3515283842794761,1.0,0.2049360951961216,0.8186335403726708,0.7966101694915253,0.5,0.4486956521739129,0.2263374485596707,0.6977225672877847,0.0494845360824742,14,2,1,1,Winter,Natural,0.88
West Bengal,Kolkata,22.570363,88.359004,2024-01-02 15:00:00,0.1341576917963036,0.1639696729659386,0.1938610662358643,0.3908296943231441,0.2477157360406091,0.3358307624504186,0.6173913043478261,0.847457627118644,0.0,0.7165217391304347,0.0905349794238683,0.6687370600414079,0.245360824742268,15,2,1,1,Winter,Natural,0.71
Rajasthan,Jaipur,26.918549,75.788257,2024-01-02 16:00:00,0.4099188937641271,0.6437705103541925,0.6526655896607433,0.6026200873362445,0.1147208121827411,0.3204054649625386,0.4571428571428573,0.1694915254237288,0.5,0.4486956521739129,0.0020576131687242,0.1904761904761904,0.3752577319587629,16,2,1,1,Winter,Vehicular,0.88
Assam,Guwahati,26.140178,91.742025,2024-01-02 17:00:00,0.6331604839781944,0.5375127305646713,0.1817447495961227,0.5873362445414848,0.6365482233502539,0.973446452181578,0.0,1.0,1.0,0.4486956521739129,0.3209876543209876,0.1842650103519669,0.6989690721649485,17,2,1,1,Winter,Natural,0.94
Telangana,Hyderabad,17.390919,78.482796,2024-01-02 18:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.648447204968944,0.559322033898305,0.5,0.4486956521739129,0.7119341563786007,0.886128364389234,0.709278350515464,18,2,1,1,Winter,Natural,0.89
Andhra Pradesh,Visakhapatnam,17.681064,83.220428,2024-01-02 19:00:00,0.0,0.0,0.1445880452342487,0.2532751091703057,0.2588832487309644,0.1481930365799911,0.8248447204968947,0.6440677966101696,0.5,0.8052173913043478,0.7860082304526749,0.0890269151138716,0.0762886597938144,19,2,1,1,Winter,Natural,0.92
Gujarat,Ahmedabad,23.023966,72.575927,2024-01-02 20:00:00,0.0732615343704294,0.2361661197238881,0.2697899838449111,0.0873362445414847,0.2101522842639594,0.2870207139709123,0.8832298136645962,0.271186440677966,0.5,0.6852173913043478,0.8271604938271604,0.3354037267080745,0.1463917525773195,20,2,1,1,Winter,Natural,0.76
Andhra Pradesh,Visakhapatnam,17.695671,83.223807,2024-01-02 21:00:00,0.0,0.0,0.1445880452342487,0.2532751091703057,0.2588832487309644,0.1481930365799911,0.8807453416149067,0.6440677966101696,0.5,0.8052173913043478,0.9259259259259258,1.0,0.334020618556701,21,2,1,1,Winter,Natural,0.83
Bihar,Patna,25.597567,85.137379,2024-01-02 22:00:00,0.5045871559633026,0.5054882878805025,0.2649434571890145,0.5807860262008734,0.7045685279187818,0.983913618334068,0.6198757763975156,0.3898305084745762,0.0,0.5373913043478261,0.7777777777777777,0.0476190476190476,0.0164948453608247,22,2,1,1,Winter,Burning,0.86
Andhra Pradesh,Visakhapatnam,17.686105,83.21068,2024-01-02 23:00:00,0.0,0.0,0.1445880452342487,0.2532751091703057,0.2588832487309644,0.1481930365799911,0.8645962732919257,0.6440677966101696,0.5,0.8052173913043478,0.257201646090535,0.6832298136645962,0.9463917525773196,23,2,1,1,Winter,Natural,0.94
Delhi,Delhi,28.623384,77.213354,2024-01-03 00:00:00,0.4230820369631697,0.492701142921806,1.0,0.8558951965065501,0.2253807106598984,0.3973115910092553,0.2621118012422361,0.4915254237288136,0.5,0.1791304347826086,0.4465020576131687,0.3478260869565217,0.0742268041237113,0,3,1,2,Winter,Natural,0.79
Odisha,Bhubaneswar,20.302929,85.819888,2024-01-03 01:00:00,0.1822895891503789,0.1856965033382369,0.2011308562197092,0.3427947598253276,0.5411167512690356,0.3693256941383869,0.8608695652173912,0.7118644067796609,0.0,0.7165217391304347,0.4156378600823045,0.401656314699793,0.0,1,3,1,2,Winter,Natural,0.84
Assam,Guwahati,26.138987,91.740935,2024-01-03 02:00:00,0.6331604839781944,0.5375127305646713,0.1817447495961227,0.5873362445414848,0.6365482233502539,0.973446452181578,0.0,1.0,1.0,0.4486956521739129,0.8271604938271604,0.7619047619047619,0.6268041237113402,2,3,1,2,Winter,Natural,0.9
Gujarat,Ahmedabad,23.013104,72.564663,2024-01-03 03:00:00,0.0732615343704294,0.2361661197238881,0.2697899838449111,0.0873362445414847,0.2101522842639594,0.2870207139709123,0.8832298136645962,0.271186440677966,0.5,0.6852173913043478,0.97119341563786,0.463768115942029,0.6164948453608248,3,3,1,2,Winter,Natural,0.83
Karnataka,Bangalore,12.965023,77.594661,2024-01-03 04:00:00,0.3136550990559765,0.32363924408736,0.5516962843295639,0.4475982532751091,0.6893401015228426,0.7696121639488761,0.5105590062111802,0.5932203389830508,1.0,1.0,0.1748971193415637,0.2608695652173913,0.4618556701030927,4,3,1,2,Winter,Natural,0.75
Bihar,Patna,25.599645,85.129739,2024-01-03 05:00:00,0.4286664007445818,0.4269548489306325,0.2108239095315024,0.4694323144104804,0.6619289340101523,1.0,0.6198757763975156,0.3898305084745762,0.0,0.5373913043478261,0.8415637860082303,0.1180124223602484,0.731958762886598,5,3,1,2,Winter,Natural,0.87
Kerala,Kochi,9.93789,76.272883,2024-01-03 06:00:00,0.1911979789921553,0.2604956433178681,0.0,0.0,0.0,0.4464521815777875,0.7354037267080744,0.847457627118644,0.5,0.2226086956521739,0.6378600823045266,0.1469979296066252,0.4845360824742268,6,3,1,2,Winter,Natural,0.82
Bihar,Patna,25.598806,85.133201,2024-01-03 07:00:00,0.4286664007445818,0.4269548489306325,0.2108239095315024,0.4694323144104804,0.6619289340101523,1.0,0.6198757763975156,0.3898305084745762,0.0,0.5373913043478261,0.7921810699588476,0.0,0.1030927835051546,7,3,1,2,Winter,Industrial,0.83
West Bengal,Kolkata,22.580466,88.36476,2024-01-03 08:00:00,0.1341576917963036,0.1639696729659386,0.1938610662358643,0.3908296943231441,0.2477157360406091,0.3358307624504186,0.6198757763975156,0.847457627118644,0.0,0.7165217391304347,0.1234567901234568,0.8302277432712216,0.0268041237113402,8,3,1,2,Winter,Natural,0.7
Maharashtra,Mumbai,19.067465,72.880589,2024-01-03 09:00:00,0.0765855604307937,0.1627249066425257,0.1114701130856219,0.0240174672489082,0.3593908629441624,0.3178713089466725,0.9975155279503104,0.4576271186440678,0.5,0.5373913043478261,0.9835390946502056,0.0269151138716356,0.8989690721649486,9,3,1,2,Winter,Natural,0.76
Kerala,Kochi,9.938593,76.267527,2024-01-03 10:00:00,0.1911979789921553,0.2604956433178681,0.0,0.0,0.0,0.4464521815777875,0.7354037267080744,0.847457627118644,0.5,0.2226086956521739,0.9094650205761317,0.937888198757764,0.7649484536082474,10,3,1,2,Winter,Natural,0.89
Maharashtra,Mumbai,19.066695,72.881519,2024-01-03 11:00:00,0.0765855604307937,0.1627249066425257,0.1114701130856219,0.0240174672489082,0.3593908629441624,0.3178713089466725,0.9975155279503104,0.4576271186440678,0.5,0.5373913043478261,0.3395061728395061,0.0973084886128364,0.2412371134020618,11,3,1,2,Winter,Natural,0.9
Kerala,Kochi,9.928284,76.268807,2024-01-03 12:00:00,0.1911979789921553,0.2604956433178681,0.0,0.0,0.0,0.4464521815777875,0.7304347826086954,0.847457627118644,0.5,0.2226086956521739,0.8621399176954732,0.6563146997929608,0.3814432989690722,12,3,1,2,Winter,Natural,0.72
Punjab,Amritsar,31.636477,74.868191,2024-01-03 13:00:00,0.3782741656694587,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.1229813664596273,0.559322033898305,0.0,0.0,0.0349794238683127,0.8819875776397517,0.5463917525773195,13,3,1,2,Winter,Natural,0.9
Tamil Nadu,Chennai,13.087053,80.267219,2024-01-03 14:00:00,0.1724504720117005,0.2142129682018784,0.5032310177705978,0.3515283842794761,1.0,0.2049360951961216,0.8186335403726708,0.7966101694915253,0.5,0.4486956521739129,0.1481481481481481,0.2256728778467909,0.6103092783505155,14,3,1,2,Winter,Natural,0.84
Rajasthan,Jaipur,26.919611,75.789723,2024-01-03 15:00:00,0.4099188937641271,0.6437705103541925,0.6526655896607433,0.6026200873362445,0.1147208121827411,0.3204054649625386,0.4571428571428573,0.1694915254237288,0.5,0.4486956521739129,0.3724279835390946,0.6459627329192548,0.7525773195876289,15,3,1,2,Winter,Natural,0.9
Maharashtra,Mumbai,19.066203,72.885215,2024-01-03 16:00:00,0.0765855604307937,0.1627249066425257,0.1114701130856219,0.0240174672489082,0.3593908629441624,0.3178713089466725,0.998757763975155,0.4576271186440678,0.5,0.5373913043478261,0.2057613168724279,0.2153209109730849,0.1814432989690722,16,3,1,2,Winter,Natural,0.7
Punjab,Amritsar,31.629093,74.868203,2024-01-03 17:00:00,0.3782741656694587,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.1229813664596273,0.559322033898305,0.0,0.0,0.1419753086419752,0.2546583850931677,0.731958762886598,17,3,1,2,Winter,Natural,0.88
Tamil Nadu,Chennai,13.089428,80.279243,2024-01-03 18:00:00,0.1724504720117005,0.2142129682018784,0.5032310177705978,0.3515283842794761,1.0,0.2049360951961216,0.8161490683229813,0.7966101694915253,0.5,0.4486956521739129,0.3950617283950617,0.2981366459627329,0.1092783505154639,18,3,1,2,Winter,Natural,0.75
Madhya Pradesh,Bhopal,23.255965,77.415031,2024-01-03 19:00:00,0.2850684749368434,0.3092678510806834,0.3675282714054927,0.5567685589519651,0.1461928934010152,0.2653151167915382,0.8795031055900617,0.0,0.5,0.466086956521739,0.8189300411522633,0.74120082815735,0.9752577319587628,19,3,1,2,Winter,Natural,0.91
Uttar Pradesh,Lucknow,26.839216,80.955831,2024-01-03 20:00:00,0.9999999999999998,1.0,0.6462035541195478,1.0,0.7401015228426396,0.6453283384750992,0.5055900621118012,0.3898305084745762,0.0,0.3582608695652174,0.6831275720164608,0.6935817805383023,0.4041237113402062,20,3,1,2,Winter,Natural,0.9
Telangana,Hyderabad,17.387562,78.482096,2024-01-03 21:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.648447204968944,0.559322033898305,0.5,0.4486956521739129,0.6790123456790123,0.8674948240165631,0.2659793814432989,21,3,1,2,Winter,Natural,0.87
Karnataka,Bangalore,12.973172,77.585796,2024-01-03 22:00:00,0.3136550990559765,0.32363924408736,0.5516962843295639,0.4475982532751091,0.6893401015228426,0.7696121639488761,0.5105590062111802,0.5932203389830508,1.0,1.0,0.9506172839506172,0.2939958592132505,0.0577319587628866,22,3,1,2,Winter,Natural,0.95
Bihar,Patna,25.587852,85.129236,2024-01-03 23:00:00,0.4286664007445818,0.4269548489306325,0.2108239095315024,0.4694323144104804,0.6619289340101523,1.0,0.6211180124223601,0.3898305084745762,0.0,0.5373913043478261,0.4547325102880658,0.3768115942028986,0.4082474226804124,23,3,1,2,Winter,Natural,0.89
Gujarat,Ahmedabad,23.026103,72.565534,2024-01-04 00:00:00,0.0732615343704294,0.2361661197238881,0.2697899838449111,0.0873362445414847,0.2101522842639594,0.2870207139709123,0.8832298136645962,0.271186440677966,0.5,0.6852173913043478,0.5308641975308641,0.7660455486542443,0.9835051546391754,0,4,1,3,Winter,Natural,0.77
Uttar Pradesh,Lucknow,26.851035,80.937289,2024-01-04 01:00:00,0.9999999999999998,1.0,0.6462035541195478,1.0,0.7401015228426396,0.6453283384750992,0.5043478260869563,0.3898305084745762,0.0,0.3582608695652174,0.7551440329218106,0.9026915113871636,0.1835051546391752,1,4,1,3,Winter,Natural,0.83
Punjab,Amritsar,31.634015,74.871474,2024-01-04 02:00:00,0.3782741656694587,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.1229813664596273,0.559322033898305,0.0,0.0,0.2510288065843621,0.5010351966873706,0.0742268041237113,2,4,1,3,Winter,Natural,0.78
West Bengal,Kolkata,22.571244,88.353995,2024-01-04 03:00:00,0.1341576917963036,0.1639696729659386,0.1938610662358643,0.3908296943231441,0.2477157360406091,0.3358307624504186,0.6161490683229816,0.847457627118644,0.0,0.7165217391304347,0.2016460905349794,0.0890269151138716,0.1010309278350515,3,4,1,3,Winter,Natural,0.75
Uttar Pradesh,Lucknow,26.856345,80.952693,2024-01-04 04:00:00,0.9999999999999998,1.0,0.6462035541195478,1.0,0.7401015228426396,0.6453283384750992,0.5068322981366458,0.3898305084745762,0.0,0.3582608695652174,0.6460905349794239,0.0745341614906832,0.0164948453608247,4,4,1,3,Winter,Burning,0.73
Rajasthan,Jaipur,26.907738,75.797225,2024-01-04 05:00:00,0.4099188937641271,0.6437705103541925,0.6526655896607433,0.6026200873362445,0.1147208121827411,0.3204054649625386,0.4608695652173913,0.1694915254237288,0.5,0.4486956521739129,0.4732510288065843,0.0662525879917184,0.9917525773195878,5,4,1,3,Winter,Natural,0.73
West Bengal,Kolkata,22.581878,88.36578,2024-01-04 06:00:00,0.1341576917963036,0.1639696729659386,0.1938610662358643,0.3908296943231441,0.2477157360406091,0.3358307624504186,0.6198757763975156,0.847457627118644,0.0,0.7165217391304347,0.9773662551440327,0.1925465838509317,0.8845360824742269,6,4,1,3,Winter,Natural,0.95
Punjab,Amritsar,31.625089,74.869158,2024-01-04 07:00:00,0.3782741656694587,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.1229813664596273,0.559322033898305,0.0,0.0,0.7057613168724279,0.7991718426501035,0.6288659793814434,7,4,1,3,Winter,Natural,0.74
Andhra Pradesh,Visakhapatnam,17.693971,83.216642,2024-01-04 08:00:00,0.0,0.0,0.1445880452342487,0.2532751091703057,0.2588832487309644,0.1481930365799911,0.8782608695652177,0.6440677966101696,0.5,0.8052173913043478,0.5802469135802469,0.3540372670807454,0.0536082474226804,8,4,1,3,Winter,Natural,0.89
Maharashtra,Mumbai,19.081566,72.872013,2024-01-04 09:00:00,0.0765855604307937,0.1627249066425257,0.1114701130856219,0.0240174672489082,0.3593908629441624,0.3178713089466725,0.9975155279503104,0.4576271186440678,0.5,0.5373913043478261,0.4300411522633744,0.9006211180124224,0.6927835051546393,9,4,1,3,Winter,Natural,0.78
Maharashtra,Mumbai,19.067926,72.883428,2024-01-04 10:00:00,0.0765855604307937,0.1627249066425257,0.1114701130856219,0.0240174672489082,0.3593908629441624,0.3178713089466725,0.9975155279503104,0.4576271186440678,0.5,0.5373913043478261,1.0,0.020703933747412,0.9030927835051548,10,4,1,3,Winter,Natural,0.8
Assam,Guwahati,26.147417,91.73424,2024-01-04 11:00:00,0.6331604839781944,0.5375127305646713,0.1817447495961227,0.5873362445414848,0.6365482233502539,0.973446452181578,0.0037267080745344,1.0,0.5,0.4486956521739129,0.5843621399176955,0.1221532091097308,0.4020618556701031,11,4,1,3,Winter,Natural,0.85
Maharashtra,Mumbai,19.076632,72.885231,2024-01-04 12:00:00,0.0765855604307937,0.1627249066425257,0.1114701130856219,0.0240174672489082,0.3593908629441624,0.3178713089466725,0.9975155279503104,0.4576271186440678,0.5,0.5373913043478261,0.3024691358024691,0.1821946169772256,0.0536082474226804,12,4,1,3,Winter,Natural,0.84
