state,city,latitude,longitude,timestamp,pm25,pm10,no2,co,so2,o3,temperature,humidity,pressure,wind_speed,dist_to_road,dist_to_industry,dist_to_dump,hour,day,month,day_of_week,season
Bihar,Patna,25.601599,85.142125,2024-01-01 14:00:00,0.5045871559633026,0.5054882878805025,0.2649434571890145,0.5807860262008734,0.7045685279187818,0.9839136183340679,0.6198757763975156,0.38983050847457623,0.0,0.5373913043478261,0.2386831275720164,0.20703933747412007,0.0865979381443299,14,1,1,0,Winter
Punjab,Amritsar,31.633135,74.878647,2024-01-01 15:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.1217391304347828,0.559322033898305,0.0,0.0,0.46502057613168724,0.7991718426501035,0.8061855670103093,15,1,1,0,Winter
Karnataka,Bangalore,12.967031,77.590915,2024-01-01 16:00:00,0.31365509905597655,0.32363924408736,0.5516962843295639,0.44759825327510916,0.6893401015228426,0.7696121639488761,0.5105590062111802,0.5932203389830508,1.0,1.0,0.5123456790123456,0.9834368530020703,0.6144329896907217,16,1,1,0,Winter
Delhi,Delhi,28.616842,77.21308,2024-01-01 17:00:00,0.42308203696316976,0.492701142921806,1.0,0.8558951965065501,0.22538071065989848,0.3973115910092553,0.2621118012422361,0.4915254237288136,0.5,0.17913043478260868,0.3518518518518518,0.35196687370600416,0.1731958762886598,17,1,1,0,Winter
Bihar,Patna,25.586751,85.143181,2024-01-01 18:00:00,0.4286664007445818,0.4269548489306325,0.21082390953150243,0.4694323144104804,0.6619289340101523,0.9999999999999999,0.6211180124223601,0.38983050847457623,0.0,0.5373913043478261,0.7016460905349793,0.886128364389234,0.22061855670103092,18,1,1,0,Winter
Telangana,Hyderabad,17.393092,78.496432,2024-01-01 19:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.6521739130434785,0.559322033898305,0.5,0.44869565217391294,0.8703703703703703,0.6459627329192548,0.05154639175257732,19,1,1,0,Winter
Punjab,Amritsar,31.631614,74.880506,2024-01-01 20:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.1217391304347828,0.559322033898305,0.0,0.0,0.38888888888888884,0.8157349896480331,0.05154639175257732,20,1,1,0,Winter
Gujarat,Ahmedabad,23.019422,72.573763,2024-01-01 21:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.37763975155279494,0.6271186440677965,0.5,0.5373913043478261,0.5288065843621399,0.09109730848861285,0.23917525773195875,21,1,1,0,Winter
Rajasthan,Jaipur,26.903039,75.781404,2024-01-01 22:00:00,0.4099188937641271,0.6437705103541925,0.6526655896607433,0.6026200873362445,0.11472081218274113,0.32040546496253863,0.4645962732919253,0.1694915254237288,0.5,0.44869565217391294,0.7572016460905349,0.23188405797101452,0.9835051546391754,22,1,1,0,Winter
Telangana,Hyderabad,17.38219,78.490618,2024-01-01 23:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.6546583850931675,0.559322033898305,0.5,0.44869565217391294,0.1604938271604938,0.19875776397515527,0.18556701030927836,23,1,1,0,Winter
Gujarat,Ahmedabad,23.017808,72.57652,2024-01-02 00:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.3950617283950617,0.05590062111801242,0.9876288659793816,0,2,1,1,Winter
Karnataka,Bangalore,12.971242,77.587413,2024-01-02 01:00:00,0.31365509905597655,0.32363924408736,0.5516962843295639,0.44759825327510916,0.6893401015228426,0.7696121639488761,0.5105590062111802,0.5932203389830508,1.0,1.0,0.648148148148148,0.2919254658385093,0.9402061855670103,1,2,1,1,Winter
Maharashtra,Mumbai,19.083796,72.878542,2024-01-02 02:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,1.0,0.4576271186440678,0.5,0.5373913043478261,0.9629629629629629,0.40993788819875776,0.15257731958762888,2,2,1,1,Winter
Assam,Guwahati,26.13603,91.736609,2024-01-02 03:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.0,1.0,1.0,0.44869565217391294,0.29012345679012347,0.6211180124223603,0.9360824742268041,3,2,1,1,Winter
Odisha,Bhubaneswar,20.286644,85.826891,2024-01-02 04:00:00,0.1822895891503789,0.18569650333823692,0.20113085621970922,0.3427947598253276,0.5411167512690356,0.3693256941383869,0.8683229813664592,0.7118644067796609,0.0,0.7165217391304347,0.29012345679012347,0.6977225672877847,0.8371134020618557,4,2,1,1,Winter
Assam,Guwahati,26.140844,91.730602,2024-01-02 05:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.003726708074534457,1.0,1.0,0.44869565217391294,0.7901234567901234,0.8157349896480331,0.1134020618556701,5,2,1,1,Winter
Maharashtra,Mumbai,19.074337,72.887444,2024-01-02 06:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,0.998757763975155,0.4576271186440678,0.5,0.5373913043478261,0.49588477366255135,0.6583850931677019,0.5649484536082474,6,2,1,1,Winter
Delhi,Delhi,28.613946,77.205195,2024-01-02 07:00:00,0.42308203696316976,0.492701142921806,1.0,0.8558951965065501,0.22538071065989848,0.3973115910092553,0.2596273291925466,0.4915254237288136,0.0,0.17913043478260868,0.38271604938271603,0.7908902691511388,0.2804123711340206,7,2,1,1,Winter
Assam,Guwahati,26.138551,91.730242,2024-01-02 08:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.003726708074534457,1.0,1.0,0.44869565217391294,0.30452674897119336,0.730848861283644,0.12164948453608247,8,2,1,1,Winter
Telangana,Hyderabad,17.378957,78.495261,2024-01-02 09:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.662111801242236,0.559322033898305,0.5,0.44869565217391294,0.4444444444444444,0.17184265010351968,0.13814432989690723,9,2,1,1,Winter
Punjab,Amritsar,31.639387,74.878255,2024-01-02 10:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.12049689440993783,0.559322033898305,0.0,0.0,0.6152263374485597,0.7660455486542443,0.5938144329896907,10,2,1,1,Winter
Karnataka,Bangalore,12.962095,77.603305,2024-01-02 11:00:00,0.28852546203962237,0.29387801290030546,0.44911147011308566,0.3733624454148471,0.802030456852792,0.76983252534156,0.5031055900621118,0.5932203389830508,1.0,1.0,0.9012345679012345,0.1925465838509317,0.8907216494845361,11,2,1,1,Winter
West Bengal,Kolkata,22.581982,88.367852,2024-01-02 12:00:00,0.13415769179630366,0.16396967296593865,0.1938610662358643,0.3908296943231441,0.24771573604060917,0.33583076245041865,0.6198757763975156,0.847457627118644,0.0,0.7165217391304347,0.6378600823045266,0.2525879917184265,0.7711340206185567,12,2,1,1,Winter
Assam,Guwahati,26.134858,91.730905,2024-01-02 13:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.006211180124223947,1.0,1.0,0.44869565217391294,0.6172839506172838,0.7432712215320911,0.8432989690721651,13,2,1,1,Winter
Tamil Nadu,Chennai,13.090172,80.270015,2024-01-02 14:00:00,0.17245047201170055,0.21421296820187843,0.5032310177705978,0.3515283842794761,1.0,0.20493609519612166,0.8186335403726708,0.7966101694915253,0.5,0.44869565217391294,0.22633744855967072,0.6977225672877847,0.04948453608247423,14,2,1,1,Winter
West Bengal,Kolkata,22.570363,88.359004,2024-01-02 15:00:00,0.13415769179630366,0.16396967296593865,0.1938610662358643,0.3908296943231441,0.24771573604060917,0.33583076245041865,0.6173913043478261,0.847457627118644,0.0,0.7165217391304347,0.0905349794238683,0.6687370600414079,0.24536082474226806,15,2,1,1,Winter
Rajasthan,Jaipur,26.918549,75.788257,2024-01-02 16:00:00,0.4099188937641271,0.6437705103541925,0.6526655896607433,0.6026200873362445,0.11472081218274113,0.32040546496253863,0.4571428571428573,0.1694915254237288,0.5,0.44869565217391294,0.002057613168724281,0.19047619047619047,0.3752577319587629,16,2,1,1,Winter
Assam,Guwahati,26.140178,91.742025,2024-01-02 17:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.0,1.0,1.0,0.44869565217391294,0.32098765432098764,0.1842650103519669,0.6989690721649485,17,2,1,1,Winter
Telangana,Hyderabad,17.390919,78.482796,2024-01-02 18:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.648447204968944,0.559322033898305,0.5,0.44869565217391294,0.7119341563786007,0.886128364389234,0.709278350515464,18,2,1,1,Winter
Andhra Pradesh,Visakhapatnam,17.681064,83.220428,2024-01-02 19:00:00,0.0,0.0,0.14458804523424879,0.2532751091703057,0.25888324873096447,0.14819303657999117,0.8248447204968947,0.6440677966101696,0.5,0.8052173913043478,0.7860082304526749,0.08902691511387163,0.07628865979381444,19,2,1,1,Winter
Gujarat,Ahmedabad,23.023966,72.575927,2024-01-02 20:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.8271604938271604,0.33540372670807456,0.14639175257731957,20,2,1,1,Winter
Andhra Pradesh,Visakhapatnam,17.695671,83.223807,2024-01-02 21:00:00,0.0,0.0,0.14458804523424879,0.2532751091703057,0.25888324873096447,0.14819303657999117,0.8807453416149067,0.6440677966101696,0.5,0.8052173913043478,0.9259259259259258,1.0,0.33402061855670107,21,2,1,1,Winter
Bihar,Patna,25.597567,85.137379,2024-01-02 22:00:00,0.5045871559633026,0.5054882878805025,0.2649434571890145,0.5807860262008734,0.7045685279187818,0.9839136183340679,0.6198757763975156,0.38983050847457623,0.0,0.5373913043478261,0.7777777777777777,0.047619047619047616,0.01649484536082474,22,2,1,1,Winter
Andhra Pradesh,Visakhapatnam,17.686105,83.21068,2024-01-02 23:00:00,0.0,0.0,0.14458804523424879,0.2532751091703057,0.25888324873096447,0.14819303657999117,0.8645962732919257,0.6440677966101696,0.5,0.8052173913043478,0.257201646090535,0.6832298136645962,0.9463917525773197,23,2,1,1,Winter
Delhi,Delhi,28.623384,77.213354,2024-01-03 00:00:00,0.42308203696316976,0.492701142921806,1.0,0.8558951965065501,0.22538071065989848,0.3973115910092553,0.2621118012422361,0.4915254237288136,0.5,0.17913043478260868,0.4465020576131687,0.34782608695652173,0.07422680412371134,0,3,1,2,Winter
Odisha,Bhubaneswar,20.302929,85.819888,2024-01-03 01:00:00,0.1822895891503789,0.18569650333823692,0.20113085621970922,0.3427947598253276,0.5411167512690356,0.3693256941383869,0.8608695652173912,0.7118644067796609,0.0,0.7165217391304347,0.4156378600823045,0.401656314699793,0.0,1,3,1,2,Winter
Assam,Guwahati,26.138987,91.740935,2024-01-03 02:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.0,1.0,1.0,0.44869565217391294,0.8271604938271604,0.7619047619047619,0.6268041237113402,2,3,1,2,Winter
Gujarat,Ahmedabad,23.013104,72.564663,2024-01-03 03:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.97119341563786,0.46376811594202905,0.6164948453608248,3,3,1,2,Winter
Karnataka,Bangalore,12.965023,77.594661,2024-01-03 04:00:00,0.31365509905597655,0.32363924408736,0.5516962843295639,0.44759825327510916,0.6893401015228426,0.7696121639488761,0.5105590062111802,0.5932203389830508,1.0,1.0,0.17489711934156377,0.26086956521739135,0.46185567010309275,4,3,1,2,Winter
Bihar,Patna,25.599645,85.129739,2024-01-03 05:00:00,0.4286664007445818,0.4269548489306325,0.21082390953150243,0.4694323144104804,0.6619289340101523,0.9999999999999999,0.6198757763975156,0.38983050847457623,0.0,0.5373913043478261,0.8415637860082303,0.11801242236024846,0.731958762886598,5,3,1,2,Winter
Kerala,Kochi,9.93789,76.272883,2024-01-03 06:00:00,0.1911979789921553,0.2604956433178681,0.0,0.0,0.0,0.44645218157778754,0.7354037267080744,0.847457627118644,0.5,0.22260869565217392,0.6378600823045266,0.14699792960662522,0.48453608247422686,6,3,1,2,Winter
Bihar,Patna,25.598806,85.133201,2024-01-03 07:00:00,0.4286664007445818,0.4269548489306325,0.21082390953150243,0.4694323144104804,0.6619289340101523,0.9999999999999999,0.6198757763975156,0.38983050847457623,0.0,0.5373913043478261,0.7921810699588476,0.0,0.10309278350515465,7,3,1,2,Winter
West Bengal,Kolkata,22.580466,88.36476,2024-01-03 08:00:00,0.13415769179630366,0.16396967296593865,0.1938610662358643,0.3908296943231441,0.24771573604060917,0.33583076245041865,0.6198757763975156,0.847457627118644,0.0,0.7165217391304347,0.1234567901234568,0.8302277432712216,0.026804123711340208,8,3,1,2,Winter
Maharashtra,Mumbai,19.067465,72.880589,2024-01-03 09:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,0.9975155279503105,0.4576271186440678,0.5,0.5373913043478261,0.9835390946502056,0.02691511387163561,0.8989690721649486,9,3,1,2,Winter
Kerala,Kochi,9.938593,76.267527,2024-01-03 10:00:00,0.1911979789921553,0.2604956433178681,0.0,0.0,0.0,0.44645218157778754,0.7354037267080744,0.847457627118644,0.5,0.22260869565217392,0.9094650205761317,0.937888198757764,0.7649484536082474,10,3,1,2,Winter
Maharashtra,Mumbai,19.066695,72.881519,2024-01-03 11:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,0.9975155279503105,0.4576271186440678,0.5,0.5373913043478261,0.3395061728395061,0.09730848861283643,0.24123711340206183,11,3,1,2,Winter
Kerala,Kochi,9.928284,76.268807,2024-01-03 12:00:00,0.1911979789921553,0.2604956433178681,0.0,0.0,0.0,0.44645218157778754,0.7304347826086954,0.847457627118644,0.5,0.22260869565217392,0.8621399176954732,0.6563146997929608,0.3814432989690722,12,3,1,2,Winter
Punjab,Amritsar,31.636477,74.868191,2024-01-03 13:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.12298136645962732,0.559322033898305,0.0,0.0,0.03497942386831275,0.8819875776397517,0.5463917525773195,13,3,1,2,Winter
Tamil Nadu,Chennai,13.087053,80.267219,2024-01-03 14:00:00,0.17245047201170055,0.21421296820187843,0.5032310177705978,0.3515283842794761,1.0,0.20493609519612166,0.8186335403726708,0.7966101694915253,0.5,0.44869565217391294,0.1481481481481481,0.2256728778467909,0.6103092783505155,14,3,1,2,Winter
Rajasthan,Jaipur,26.919611,75.789723,2024-01-03 15:00:00,0.4099188937641271,0.6437705103541925,0.6526655896607433,0.6026200873362445,0.11472081218274113,0.32040546496253863,0.4571428571428573,0.1694915254237288,0.5,0.44869565217391294,0.3724279835390946,0.6459627329192548,0.7525773195876289,15,3,1,2,Winter
Maharashtra,Mumbai,19.066203,72.885215,2024-01-03 16:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,0.998757763975155,0.4576271186440678,0.5,0.5373913043478261,0.20576131687242796,0.21532091097308492,0.1814432989690722,16,3,1,2,Winter
Punjab,Amritsar,31.629093,74.868203,2024-01-03 17:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.12298136645962732,0.559322033898305,0.0,0.0,0.14197530864197527,0.2546583850931677,0.731958762886598,17,3,1,2,Winter
Tamil Nadu,Chennai,13.089428,80.279243,2024-01-03 18:00:00,0.17245047201170055,0.21421296820187843,0.5032310177705978,0.3515283842794761,1.0,0.20493609519612166,0.8161490683229813,0.7966101694915253,0.5,0.44869565217391294,0.3950617283950617,0.2981366459627329,0.10927835051546393,18,3,1,2,Winter
Madhya Pradesh,Bhopal,23.255965,77.415031,2024-01-03 19:00:00,0.28506847493684345,0.30926785108068344,0.3675282714054927,0.5567685589519651,0.1461928934010152,0.2653151167915382,0.8795031055900617,0.0,0.5,0.46608695652173904,0.8189300411522633,0.74120082815735,0.9752577319587629,19,3,1,2,Winter
Uttar Pradesh,Lucknow,26.839216,80.955831,2024-01-03 20:00:00,0.9999999999999998,0.9999999999999999,0.6462035541195478,1.0,0.7401015228426396,0.6453283384750992,0.5055900621118012,0.38983050847457623,0.0,0.3582608695652174,0.6831275720164608,0.6935817805383023,0.4041237113402062,20,3,1,2,Winter
Telangana,Hyderabad,17.387562,78.482096,2024-01-03 21:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.648447204968944,0.559322033898305,0.5,0.44869565217391294,0.6790123456790123,0.8674948240165631,0.26597938144329897,21,3,1,2,Winter
Karnataka,Bangalore,12.973172,77.585796,2024-01-03 22:00:00,0.31365509905597655,0.32363924408736,0.5516962843295639,0.44759825327510916,0.6893401015228426,0.7696121639488761,0.5105590062111802,0.5932203389830508,1.0,1.0,0.9506172839506173,0.29399585921325055,0.057731958762886615,22,3,1,2,Winter
Bihar,Patna,25.587852,85.129236,2024-01-03 23:00:00,0.4286664007445818,0.4269548489306325,0.21082390953150243,0.4694323144104804,0.6619289340101523,0.9999999999999999,0.6211180124223601,0.38983050847457623,0.0,0.5373913043478261,0.4547325102880658,0.3768115942028986,0.4082474226804124,23,3,1,2,Winter
Gujarat,Ahmedabad,23.026103,72.565534,2024-01-04 00:00:00,0.07326153437042945,0.23616611972388815,0.26978998384491115,0.0873362445414847,0.2101522842639594,0.28702071397091233,0.8832298136645962,0.27118644067796605,0.5,0.6852173913043478,0.5308641975308641,0.7660455486542443,0.9835051546391754,0,4,1,3,Winter
Uttar Pradesh,Lucknow,26.851035,80.937289,2024-01-04 01:00:00,0.9999999999999998,0.9999999999999999,0.6462035541195478,1.0,0.7401015228426396,0.6453283384750992,0.5043478260869563,0.38983050847457623,0.0,0.3582608695652174,0.7551440329218106,0.9026915113871635,0.18350515463917527,1,4,1,3,Winter
Punjab,Amritsar,31.634015,74.871474,2024-01-04 02:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.12298136645962732,0.559322033898305,0.0,0.0,0.2510288065843621,0.5010351966873706,0.07422680412371134,2,4,1,3,Winter
West Bengal,Kolkata,22.571244,88.353995,2024-01-04 03:00:00,0.13415769179630366,0.16396967296593865,0.1938610662358643,0.3908296943231441,0.24771573604060917,0.33583076245041865,0.6161490683229816,0.847457627118644,0.0,0.7165217391304347,0.2016460905349794,0.08902691511387163,0.10103092783505156,3,4,1,3,Winter
Uttar Pradesh,Lucknow,26.856345,80.952693,2024-01-04 04:00:00,0.9999999999999998,0.9999999999999999,0.6462035541195478,1.0,0.7401015228426396,0.6453283384750992,0.5068322981366458,0.38983050847457623,0.0,0.3582608695652174,0.6460905349794239,0.07453416149068323,0.01649484536082474,4,4,1,3,Winter
Rajasthan,Jaipur,26.907738,75.797225,2024-01-04 05:00:00,0.4099188937641271,0.6437705103541925,0.6526655896607433,0.6026200873362445,0.11472081218274113,0.32040546496253863,0.4608695652173913,0.1694915254237288,0.5,0.44869565217391294,0.4732510288065843,0.06625258799171842,0.9917525773195878,5,4,1,3,Winter
West Bengal,Kolkata,22.581878,88.36578,2024-01-04 06:00:00,0.13415769179630366,0.16396967296593865,0.1938610662358643,0.3908296943231441,0.24771573604060917,0.33583076245041865,0.6198757763975156,0.847457627118644,0.0,0.7165217391304347,0.9773662551440327,0.1925465838509317,0.8845360824742269,6,4,1,3,Winter
Punjab,Amritsar,31.625089,74.869158,2024-01-04 07:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.12298136645962732,0.559322033898305,0.0,0.0,0.7057613168724279,0.7991718426501035,0.6288659793814434,7,4,1,3,Winter
Andhra Pradesh,Visakhapatnam,17.693971,83.216642,2024-01-04 08:00:00,0.0,0.0,0.14458804523424879,0.2532751091703057,0.25888324873096447,0.14819303657999117,0.8782608695652177,0.6440677966101696,0.5,0.8052173913043478,0.5802469135802469,0.3540372670807454,0.053608247422680416,8,4,1,3,Winter
Maharashtra,Mumbai,19.081566,72.872013,2024-01-04 09:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,0.9975155279503105,0.4576271186440678,0.5,0.5373913043478261,0.43004115226337447,0.9006211180124224,0.6927835051546393,9,4,1,3,Winter
Maharashtra,Mumbai,19.067926,72.883428,2024-01-04 10:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,0.9975155279503105,0.4576271186440678,0.5,0.5373913043478261,1.0,0.020703933747412008,0.9030927835051548,10,4,1,3,Winter
Assam,Guwahati,26.147417,91.73424,2024-01-04 11:00:00,0.6331604839781944,0.5375127305646713,0.18174474959612275,0.5873362445414848,0.6365482233502539,0.9734464521815779,0.003726708074534457,1.0,0.5,0.44869565217391294,0.5843621399176955,0.12215320910973083,0.4020618556701031,11,4,1,3,Winter
Maharashtra,Mumbai,19.076632,72.885231,2024-01-04 12:00:00,0.07658556043079376,0.16272490664252573,0.11147011308562198,0.024017467248908297,0.35939086294416245,0.3178713089466725,0.9975155279503105,0.4576271186440678,0.5,0.5373913043478261,0.3024691358024691,0.18219461697722567,0.053608247422680416,12,4,1,3,Winter
Punjab,Amritsar,31.634024,74.870754,2024-01-04 13:00:00,0.37827416566945876,0.4747086115197465,0.5525040387722132,0.8187772925764193,0.2395939086294416,0.0,0.12298136645962732,0.559322033898305,0.0,0.0,0.5288065843621399,0.7681159420289855,0.4247422680412371,13,4,1,3,Winter
Telangana,Hyderabad,17.378014,78.478449,2024-01-04 14:00:00,0.3504853078048132,0.3298630757044245,0.4378029079159935,0.4126637554585153,0.9126903553299494,0.6223005729396209,0.6534161490683226,0.559322033898305,0.5,0.44869565217391294,0.662551440329218,0.3002070393374741,0.19587628865979384,14,4,1,3,Winter
Kerala,Kochi,9.927077,76.262527,2024-01-04 15:00:00,0.1911979789921553,0.2604956433178681,0.0,0.0,0.0,0.44645218157778754,0.7291925465838509,0.847457627118644,0.5,0.22260869565217392,0.7592592592592592,0.30848861283643897,0.7216494845360825,15,4,1,3,Winter
Karnataka,Bangalore,12.981072,77.594764,2024-01-04 16:00:00,0.31365509905597655,0.32363924408736,0.5516962843295639,0.44759825327510916,0.6893401015228426,0.7696121639488761,0.49689440993788825,0.5932203389830508,1.0,1.0,0.934156378600823,0.5424430641821946,0.5195876288659794,16,4,1,3,Winter
