location,temperature,humidity,wind_speed,wind_direction,timestamp
Visakhapatnam,25,57,1.669335485713535,207,2026-04-05 11:18:08.542847
Visakhapatnam,21,68,2.284508532977225,105,2026-04-05 10:18:08.542851
Visakhapatnam,29,50,6.615320001931008,46,2026-04-05 09:18:08.542856
Visakhapatnam,31,68,7.520718232327633,246,2026-04-05 08:18:08.542861
Visakhapatnam,38,73,3.447994339140699,353,2026-04-05 07:18:08.542864
Visakhapatnam,39,87,8.573323136036633,87,2026-04-05 06:18:08.542868
Visakhapatnam,22,79,2.5692771465827535,44,2026-04-05 05:18:08.542872
Visakhapatnam,40,68,7.177337813195656,131,2026-04-05 04:18:08.542876
Visakhapatnam,27,62,2.4801487069412866,266,2026-04-05 03:18:08.542881
Visakhapatnam,36,77,6.754345951673181,63,2026-04-05 02:18:08.542884
Visakhapatnam,28,41,6.600585998590487,96,2026-04-05 01:18:08.542889
Visakhapatnam,21,70,6.22736649219397,44,2026-04-05 00:18:08.542893
Visakhapatnam,30,85,8.115706736639543,156,2026-04-04 23:18:08.542897
Visakhapatnam,33,77,4.175429002906408,206,2026-04-04 22:18:08.542902
Visakhapatnam,22,81,2.6315419827261213,154,2026-04-04 21:18:08.542906
Visakhapatnam,32,84,7.358376081960013,226,2026-04-04 20:18:08.542910
Visakhapatnam,29,60,1.5769725071073277,152,2026-04-04 19:18:08.542914
Visakhapatnam,35,47,4.849649823047321,151,2026-04-04 18:18:08.542918
Visakhapatnam,34,54,1.639507451104686,85,2026-04-04 17:18:08.542922
Visakhapatnam,22,46,9.41703290885142,63,2026-04-04 16:18:08.542926
Visakhapatnam,28,69,2.4361377924797742,238,2026-04-04 15:18:08.542930
Visakhapatnam,25,85,8.990392406745304,112,2026-04-04 14:18:08.542934
Visakhapatnam,25,73,8.390350529520541,272,2026-04-04 13:18:08.542938
Visakhapatnam,39,87,7.109477591597523,93,2026-04-04 12:18:08.542942
Visakhapatnam,20,64,3.704628163308558,19,2026-04-04 11:18:08.542946
Visakhapatnam,20,45,2.9793472704510764,202,2026-04-04 10:18:08.542950
Visakhapatnam,40,42,5.505150837106148,281,2026-04-04 09:18:08.542954
Visakhapatnam,35,61,5.637576548071706,322,2026-04-04 08:18:08.542958
Visakhapatnam,29,59,6.904849593138979,132,2026-04-04 07:18:08.542962
Visakhapatnam,38,53,8.640781224711407,190,2026-04-04 06:18:08.542969
Visakhapatnam,32,69,3.622189729474722,149,2026-04-04 05:18:08.542973
Visakhapatnam,35,70,4.879709395440991,215,2026-04-04 04:18:08.542977
Visakhapatnam,38,56,7.390996410612659,111,2026-04-04 03:18:08.542982
Visakhapatnam,30,71,9.674328931083494,258,2026-04-04 02:18:08.542986
Visakhapatnam,36,72,2.4950566530754026,335,2026-04-04 01:18:08.542990
Visakhapatnam,39,68,6.036868384683075,185,2026-04-04 00:18:08.542994
Visakhapatnam,30,60,7.073847690330141,191,2026-04-03 23:18:08.543000
Visakhapatnam,21,86,8.237611412280103,144,2026-04-03 22:18:08.543005
Visakhapatnam,23,69,8.812024363313185,342,2026-04-03 21:18:08.543009
Visakhapatnam,28,40,9.245714378905644,152,2026-04-03 20:18:08.543013
Visakhapatnam,31,79,9.893024623354943,349,2026-04-03 19:18:08.543016
Visakhapatnam,23,82,1.3446761812146928,163,2026-04-03 18:18:08.543021
Visakhapatnam,35,42,8.100592110909709,311,2026-04-03 17:18:08.543024
Visakhapatnam,27,73,2.7093722687519386,170,2026-04-03 16:18:08.543027
Visakhapatnam,24,59,9.008800037895364,258,2026-04-03 15:18:08.543030
Visakhapatnam,38,64,1.1712124389790461,269,2026-04-03 14:18:08.543032
Visakhapatnam,29,86,3.986269042608779,187,2026-04-03 13:18:08.543035
Visakhapatnam,32,83,4.011998588213537,118,2026-04-03 12:18:08.543038
Visakhapatnam,35,63,4.033776231128712,263,2026-04-03 11:18:08.543041
Visakhapatnam,36,62,6.45195192021732,190,2026-04-03 10:18:08.543043
Visakhapatnam,40,51,6.417990531453057,151,2026-04-03 09:18:08.543046
Visakhapatnam,26,61,9.9933955958899,50,2026-04-03 08:18:08.543050
Visakhapatnam,32,43,9.671575822022133,30,2026-04-03 07:18:08.543054
Visakhapatnam,25,56,2.7972867277185642,99,2026-04-03 06:18:08.543059
Visakhapatnam,22,45,7.137257163996566,262,2026-04-03 05:18:08.543064
Visakhapatnam,23,66,5.962691303347833,298,2026-04-03 04:18:08.543068
Visakhapatnam,32,54,3.3810881630759577,336,2026-04-03 03:18:08.543072
Visakhapatnam,25,73,1.154598957594367,253,2026-04-03 02:18:08.543077
Visakhapatnam,32,60,3.627087511093733,142,2026-04-03 01:18:08.543082
Visakhapatnam,20,71,6.972248251364003,333,2026-04-03 00:18:08.543086
Visakhapatnam,23,51,6.689443088815704,340,2026-04-02 23:18:08.543090
Visakhapatnam,40,45,4.1130190406698315,61,2026-04-02 22:18:08.543094
Visakhapatnam,22,90,7.224651254565788,30,2026-04-02 21:18:08.543098
Visakhapatnam,27,84,8.903138116643849,268,2026-04-02 20:18:08.543103
Visakhapatnam,29,59,9.726139393839386,271,2026-04-02 19:18:08.543108
Visakhapatnam,37,74,3.5890809006675948,62,2026-04-02 18:18:08.543113
Visakhapatnam,25,83,5.423213121934238,172,2026-04-02 17:18:08.543118
Visakhapatnam,30,51,1.84001199912981,352,2026-04-02 16:18:08.543124
Visakhapatnam,30,51,3.1453372615195745,349,2026-04-02 15:18:08.543128
Visakhapatnam,37,65,2.4443217250012643,39,2026-04-02 14:18:08.543134
Visakhapatnam,27,65,3.57051703500865,76,2026-04-02 13:18:08.543139
Visakhapatnam,36,72,8.410124982238521,42,2026-04-02 12:18:08.543144
Visakhapatnam,26,56,5.539317628205406,43,2026-04-02 11:18:08.543149
Visakhapatnam,28,84,1.5301032573757718,307,2026-04-02 10:18:08.543156
Visakhapatnam,28,53,6.456210827425101,252,2026-04-02 09:18:08.543161
Visakhapatnam,31,45,9.567164918115918,136,2026-04-02 08:18:08.543166
Visakhapatnam,29,50,2.094453093785126,286,2026-04-02 07:18:08.543172
Visakhapatnam,21,46,1.7167707855909686,331,2026-04-02 06:18:08.543177
Visakhapatnam,24,88,6.611451705766345,145,2026-04-02 05:18:08.543182
Visakhapatnam,40,50,5.22736190872929,81,2026-04-02 04:18:08.543187
Visakhapatnam,36,86,4.577607270407432,79,2026-04-02 03:18:08.543192
Visakhapatnam,34,88,3.777773940125637,39,2026-04-02 02:18:08.543198
Visakhapatnam,29,57,5.512945072331531,156,2026-04-02 01:18:08.543208
Visakhapatnam,33,89,2.8019337887368616,260,2026-04-02 00:18:08.543214
Visakhapatnam,21,73,9.133550935023749,5,2026-04-01 23:18:08.543219
Visakhapatnam,29,50,6.000568547810277,65,2026-04-01 22:18:08.543225
Visakhapatnam,22,71,1.5661232602487567,320,2026-04-01 21:18:08.543230
Visakhapatnam,40,64,6.106552446254019,239,2026-04-01 20:18:08.543235
Visakhapatnam,39,60,1.105376934223543,321,2026-04-01 19:18:08.543239
Visakhapatnam,36,49,5.981519445073889,227,2026-04-01 18:18:08.543244
Visakhapatnam,37,72,3.8280403276030697,101,2026-04-01 17:18:08.543248
Visakhapatnam,37,43,7.061496870352646,318,2026-04-01 16:18:08.543253
Visakhapatnam,36,86,4.254415904710527,339,2026-04-01 15:18:08.543258
Visakhapatnam,31,62,2.194089978467454,288,2026-04-01 14:18:08.543262
Visakhapatnam,36,64,7.07466948265564,14,2026-04-01 13:18:08.543268
Visakhapatnam,32,80,1.6559680056687638,127,2026-04-01 12:18:08.543272
Visakhapatnam,40,49,8.385524539156902,112,2026-04-01 11:18:08.543276
Visakhapatnam,26,43,1.5162386534141958,26,2026-04-01 10:18:08.543281
Visakhapatnam,32,51,1.332289318690301,126,2026-04-01 09:18:08.543286
Visakhapatnam,32,42,8.585296564973126,266,2026-04-01 08:18:08.543291
Visakhapatnam,20,72,1.8761976706529835,333,2026-04-01 07:18:08.543297
Visakhapatnam,24,69,2.23218260742706,146,2026-04-01 06:18:08.543310
Visakhapatnam,24,60,2.997078661791081,10,2026-04-01 05:18:08.543316
Visakhapatnam,37,72,5.9962799711391845,282,2026-04-01 04:18:08.543321
Visakhapatnam,37,85,3.1233660526239637,173,2026-04-01 03:18:08.543326
Visakhapatnam,30,43,5.0668888544635,3,2026-04-01 02:18:08.543331
Visakhapatnam,34,82,3.4538433501297643,121,2026-04-01 01:18:08.543337
Visakhapatnam,39,50,2.4110488464806275,55,2026-04-01 00:18:08.543342
Visakhapatnam,20,68,7.372213468454836,266,2026-03-31 23:18:08.543347
Visakhapatnam,40,58,6.939746214660896,277,2026-03-31 22:18:08.543352
Visakhapatnam,31,86,9.09468084044825,30,2026-03-31 21:18:08.543358
Visakhapatnam,28,60,3.940173762512469,282,2026-03-31 20:18:08.543363
Visakhapatnam,21,82,9.174646403687326,306,2026-03-31 19:18:08.543368
Visakhapatnam,24,71,4.985100890989952,288,2026-03-31 18:18:08.543374
Visakhapatnam,33,43,6.187147363125019,343,2026-03-31 17:18:08.543380
Visakhapatnam,24,63,2.493340778751785,115,2026-03-31 16:18:08.543385
Visakhapatnam,26,79,8.810908383393482,73,2026-03-31 15:18:08.543390
Visakhapatnam,40,40,4.458369379138662,52,2026-03-31 14:18:08.543396
Visakhapatnam,31,48,6.776835363835183,250,2026-03-31 13:18:08.543401
Visakhapatnam,35,73,8.355735746880187,11,2026-03-31 12:18:08.543406
Visakhapatnam,32,84,7.273980372030472,210,2026-03-31 11:18:08.543410
Visakhapatnam,38,73,1.1971489026898379,183,2026-03-31 10:18:08.543426
Visakhapatnam,34,44,3.3504921428942467,61,2026-03-31 09:18:08.543431
Visakhapatnam,23,63,3.2995249860639193,303,2026-03-31 08:18:08.543435
Visakhapatnam,37,81,8.187410085268738,216,2026-03-31 07:18:08.543440
Visakhapatnam,29,42,8.21907569565683,141,2026-03-31 06:18:08.543445
Visakhapatnam,28,65,8.157196945707103,14,2026-03-31 05:18:08.543450
Visakhapatnam,29,62,7.96093294345574,146,2026-03-31 04:18:08.543455
Visakhapatnam,33,44,4.843230392524821,144,2026-03-31 03:18:08.543461
Visakhapatnam,29,82,4.518888184657574,149,2026-03-31 02:18:08.543466
Visakhapatnam,23,70,4.128576380441622,83,2026-03-31 01:18:08.543471
Visakhapatnam,31,45,6.326070392384918,350,2026-03-31 00:18:08.543477
Visakhapatnam,36,45,9.84639697403696,300,2026-03-30 23:18:08.543482
Visakhapatnam,40,56,4.038436732583158,333,2026-03-30 22:18:08.543488
Visakhapatnam,22,51,3.4778540901559407,275,2026-03-30 21:18:08.543494
Visakhapatnam,34,76,6.048382167318121,36,2026-03-30 20:18:08.543499
Visakhapatnam,36,82,2.863462670035695,277,2026-03-30 19:18:08.543504
Visakhapatnam,36,80,9.794516548314805,180,2026-03-30 18:18:08.543510
Visakhapatnam,33,58,5.385424330416924,158,2026-03-30 17:18:08.543515
Visakhapatnam,32,68,5.584094512512566,297,2026-03-30 16:18:08.543521
Visakhapatnam,22,87,7.312796780866694,273,2026-03-30 15:18:08.543526
Visakhapatnam,25,53,1.2602151774886248,325,2026-03-30 14:18:08.543531
Visakhapatnam,21,49,4.666083287109447,291,2026-03-30 13:18:08.543536
Visakhapatnam,23,42,1.3914302324029264,267,2026-03-30 12:18:08.543542
Visakhapatnam,36,71,5.082551314047985,206,2026-03-30 11:18:08.543547
Visakhapatnam,40,58,2.4309714302824665,103,2026-03-30 10:18:08.543552
Visakhapatnam,25,78,6.695777550914795,202,2026-03-30 09:18:08.543557
Visakhapatnam,37,67,1.5652763497874371,21,2026-03-30 08:18:08.543562
Visakhapatnam,22,54,5.494047135495353,18,2026-03-30 07:18:08.543567
Visakhapatnam,26,87,1.8429998129484337,109,2026-03-30 06:18:08.543572
Visakhapatnam,30,40,1.574795722101815,209,2026-03-30 05:18:08.543576
Visakhapatnam,36,51,1.4516712404878827,236,2026-03-30 04:18:08.543581
Visakhapatnam,39,71,7.276109065948304,185,2026-03-30 03:18:08.543585
Visakhapatnam,30,84,3.89055394835869,187,2026-03-30 02:18:08.543590
Visakhapatnam,30,74,4.791260049506921,263,2026-03-30 01:18:08.543594
Visakhapatnam,22,45,7.8774725466909805,87,2026-03-30 00:18:08.543599
Visakhapatnam,26,66,2.4992337909598286,315,2026-03-29 23:18:08.543604
Visakhapatnam,38,66,6.675387640236701,272,2026-03-29 22:18:08.543610
Visakhapatnam,36,71,2.229054470165353,175,2026-03-29 21:18:08.543615
Visakhapatnam,31,51,5.306334610310365,278,2026-03-29 20:18:08.543620
Visakhapatnam,20,51,3.104745511792534,140,2026-03-29 19:18:08.543625
Visakhapatnam,32,72,5.384343577506472,239,2026-03-29 18:18:08.543630
Visakhapatnam,29,74,9.413650543345051,30,2026-03-29 17:18:08.543636
Visakhapatnam,40,58,3.575773650829852,42,2026-03-29 16:18:08.543641
Visakhapatnam,20,85,8.5920211160396,342,2026-03-29 15:18:08.543648
Visakhapatnam,27,72,2.791432937631832,344,2026-03-29 14:18:08.543655
Visakhapatnam,25,53,6.1002556385472415,155,2026-03-29 13:18:08.543660
Visakhapatnam,40,86,8.200934733198867,110,2026-03-29 12:18:08.543665
Visakhapatnam,27,88,7.443958786800888,234,2026-03-29 11:18:08.543670
Visakhapatnam,38,50,5.965371994599257,109,2026-03-29 10:18:08.543675
Visakhapatnam,25,81,7.9006411688013465,71,2026-03-29 09:18:08.543680
Visakhapatnam,34,56,7.1274249792222655,107,2026-03-29 08:18:08.543684
Visakhapatnam,30,51,2.25196839443532,288,2026-03-29 07:18:08.543690
Visakhapatnam,36,56,4.943000354813624,18,2026-03-29 06:18:08.543695
Visakhapatnam,37,51,9.466685135625786,328,2026-03-29 05:18:08.543700
Visakhapatnam,27,79,3.2954781774614252,2,2026-03-29 04:18:08.543705
Visakhapatnam,40,46,7.0174132287448145,146,2026-03-29 03:18:08.543710
Visakhapatnam,30,40,8.443503261935874,314,2026-03-29 02:18:08.543715
Visakhapatnam,27,63,2.6741613291655653,350,2026-03-29 01:18:08.543720
Visakhapatnam,21,45,1.8741262193294665,71,2026-03-29 00:18:08.543725
Visakhapatnam,24,40,9.798118957309349,169,2026-03-28 23:18:08.543729
Visakhapatnam,31,42,7.418791017601801,164,2026-03-28 22:18:08.543734
Visakhapatnam,25,52,8.77310497032896,225,2026-03-28 21:18:08.543739
Visakhapatnam,26,90,4.3915149893338405,32,2026-03-28 20:18:08.543743
Visakhapatnam,28,81,7.047676760455232,294,2026-03-28 19:18:08.543748
Visakhapatnam,26,62,4.816129631238656,210,2026-03-28 18:18:08.543752
Visakhapatnam,26,77,5.2092829072247815,267,2026-03-28 17:18:08.543756
Visakhapatnam,35,51,1.5348766991105391,273,2026-03-28 16:18:08.543761
Visakhapatnam,27,56,1.019928999382286,56,2026-03-28 15:18:08.543766
Visakhapatnam,31,45,2.1751402578501278,290,2026-03-28 14:18:08.543771
Visakhapatnam,22,62,1.712875488291743,308,2026-03-28 13:18:08.543776
Visakhapatnam,33,66,3.1240691215561185,319,2026-03-28 12:18:08.543782
Visakhapatnam,24,63,3.044055639805971,294,2026-03-28 11:18:08.543787
Visakhapatnam,24,68,1.1949625696607273,283,2026-03-28 10:18:08.543792
Visakhapatnam,25,47,2.0197594311256983,249,2026-03-28 09:18:08.543797
Visakhapatnam,22,54,6.05409883301755,144,2026-03-28 08:18:08.543802
Visakhapatnam,24,64,9.201496736583383,124,2026-03-28 07:18:08.543807
Visakhapatnam,36,84,9.198010604669056,101,2026-03-28 06:18:08.543813
Visakhapatnam,34,77,5.6484628598398,1,2026-03-28 05:18:08.543818
Visakhapatnam,38,66,7.52406188742526,313,2026-03-28 04:18:08.543823
Visakhapatnam,21,73,4.467004230491721,57,2026-03-28 03:18:08.543828
Visakhapatnam,32,88,2.711553152130795,103,2026-03-28 02:18:08.543833
Visakhapatnam,24,40,8.173192089657206,323,2026-03-28 01:18:08.543838
Visakhapatnam,33,76,9.34404848616778,59,2026-03-28 00:18:08.543843
Mumbai,27,81,9.150406690309135,52,2026-04-06 23:18:08.543851
Mumbai,28,84,4.415799392526292,24,2026-04-06 22:18:08.543856
Mumbai,39,62,2.4548956408453937,304,2026-04-06 21:18:08.543862
Mumbai,35,60,3.1171486089611626,72,2026-04-06 20:18:08.543868
Mumbai,37,41,2.8946051612435943,119,2026-04-06 19:18:08.543873
Mumbai,35,88,4.865342211617708,168,2026-04-06 18:18:08.543878
Mumbai,26,73,9.613749846400973,144,2026-04-06 17:18:08.543882
Mumbai,27,65,2.5741269642085576,59,2026-04-06 16:18:08.543887
Mumbai,32,76,4.319183443134996,337,2026-04-06 15:18:08.543891
Mumbai,20,47,9.957426079816901,55,2026-04-06 14:18:08.543896
Mumbai,35,65,6.494552612481556,93,2026-04-06 13:18:08.543899
Mumbai,34,46,7.578058759057495,93,2026-04-06 12:18:08.543904
Mumbai,39,55,5.795264994519255,271,2026-04-06 11:18:08.543908
Mumbai,34,79,4.76168817333967,352,2026-04-06 10:18:08.543913
Mumbai,35,89,9.240975303649149,185,2026-04-06 09:18:08.543918
Mumbai,31,50,2.9278416330614316,332,2026-04-06 08:18:08.543923
Mumbai,36,43,2.221661285073937,297,2026-04-06 07:18:08.543928
Mumbai,24,88,5.952352118987752,54,2026-04-06 06:18:08.543933
Mumbai,30,52,7.579810831015212,177,2026-04-06 05:18:08.543938
Mumbai,21,79,8.957885171043534,179,2026-04-06 04:18:08.543942
Mumbai,28,58,3.26917709729809,125,2026-04-06 03:18:08.543948
Mumbai,26,44,4.20765855699971,56,2026-04-06 02:18:08.543953
Mumbai,29,44,5.035117041777586,312,2026-04-06 01:18:08.543958
Mumbai,37,85,2.314999807677344,236,2026-04-06 00:18:08.543963
Mumbai,36,49,4.435904782605572,199,2026-04-05 23:18:08.543968
Mumbai,32,41,4.4924125920592815,69,2026-04-05 22:18:08.543973
Mumbai,28,69,3.916667887906587,99,2026-04-05 21:18:08.543978
Mumbai,34,59,3.809829504215689,34,2026-04-05 20:18:08.543983
Mumbai,34,81,7.524104521147756,59,2026-04-05 19:18:08.543988
Mumbai,28,54,1.225772651144724,321,2026-04-05 18:18:08.543994
Mumbai,23,88,8.785458334008933,218,2026-04-05 17:18:08.543999
Mumbai,32,57,9.629380056750211,29,2026-04-05 16:18:08.544005
Mumbai,24,52,2.7585818064114975,69,2026-04-05 15:18:08.544010
Mumbai,36,83,2.464177818606508,359,2026-04-05 14:18:08.544016
Mumbai,21,70,8.361087322293944,316,2026-04-05 13:18:08.544021
Mumbai,25,88,2.1531771403168856,160,2026-04-05 12:18:08.544026
Mumbai,36,88,5.671980551730899,105,2026-04-05 11:18:08.544031
Mumbai,38,59,2.0899882869250477,7,2026-04-05 10:18:08.544035
Mumbai,38,64,3.135701100857145,43,2026-04-05 09:18:08.544040
Mumbai,24,70,5.023885528022741,133,2026-04-05 08:18:08.544044
Mumbai,30,71,8.204792041735404,191,2026-04-05 07:18:08.544049
Mumbai,26,67,7.111974684946643,48,2026-04-05 06:18:08.544053
Mumbai,26,60,3.9264374541898635,180,2026-04-05 05:18:08.544058
Mumbai,21,59,9.457539385309962,305,2026-04-05 04:18:08.544062
Mumbai,30,57,1.3254534157388207,73,2026-04-05 03:18:08.544066
Mumbai,24,47,5.40330312516872,14,2026-04-05 02:18:08.544071
Mumbai,24,53,8.327844457494068,125,2026-04-05 01:18:08.544076
Mumbai,21,51,4.711442007141836,247,2026-04-05 00:18:08.544081
Mumbai,39,59,5.087080682855448,66,2026-04-04 23:18:08.544086
Mumbai,28,47,5.9746693467610426,6,2026-04-04 22:18:08.544091
Mumbai,37,47,4.137240287295851,94,2026-04-04 21:18:08.544096
Mumbai,33,49,1.2918991965700113,81,2026-04-04 20:18:08.544101
Mumbai,21,64,7.31768292045048,223,2026-04-04 19:18:08.544105
Mumbai,20,52,1.7519082063260716,23,2026-04-04 18:18:08.544110
Mumbai,33,71,2.5306396650288936,184,2026-04-04 17:18:08.544115
Mumbai,26,90,4.444038613049625,320,2026-04-04 16:18:08.544121
Mumbai,34,64,9.134668390939844,63,2026-04-04 15:18:08.544125
Mumbai,26,67,2.290266301609374,100,2026-04-04 14:18:08.544131
Mumbai,23,74,2.9313043891578867,226,2026-04-04 13:18:08.544136
Mumbai,34,87,9.863428211188705,126,2026-04-04 12:18:08.544141
Mumbai,38,70,6.390725717481395,246,2026-04-04 11:18:08.544146
Mumbai,27,61,5.460777209060334,288,2026-04-04 10:18:08.544151
Mumbai,25,71,5.337186430982608,325,2026-04-04 09:18:08.544156
Mumbai,32,64,4.326475444043344,141,2026-04-04 08:18:08.544161
Mumbai,20,78,2.9817842039236138,140,2026-04-04 07:18:08.544166
Mumbai,27,56,4.57737211918811,97,2026-04-04 06:18:08.544171
Mumbai,30,75,7.893795718719661,1,2026-04-04 05:18:08.544176
Mumbai,27,52,5.216931468775632,230,2026-04-04 04:18:08.544181
Mumbai,28,82,6.240713165386573,290,2026-04-04 03:18:08.544186
Mumbai,34,83,5.6479174888801005,189,2026-04-04 02:18:08.544192
Mumbai,31,73,5.2258730834905025,94,2026-04-04 01:18:08.544196
Mumbai,28,70,7.068329530922925,290,2026-04-04 00:18:08.544201
Mumbai,25,58,2.1081719535709826,248,2026-04-03 23:18:08.544206
Mumbai,32,85,4.2089109817122505,358,2026-04-03 22:18:08.544211
Mumbai,24,42,1.437506072261468,100,2026-04-03 21:18:08.544215
Mumbai,31,90,3.296520992526294,24,2026-04-03 20:18:08.544220
Mumbai,21,68,8.896666105769658,69,2026-04-03 19:18:08.544223
Mumbai,38,51,5.824092050351824,323,2026-04-03 18:18:08.544229
Mumbai,37,70,6.300813280045985,126,2026-04-03 17:18:08.544233
Mumbai,35,43,4.269043898973159,158,2026-04-03 16:18:08.544238
Mumbai,34,78,2.2153069106633008,18,2026-04-03 15:18:08.544243
Mumbai,26,44,8.674257434829851,173,2026-04-03 14:18:08.544248
Mumbai,27,43,4.296148477318567,130,2026-04-03 13:18:08.544253
Mumbai,40,54,9.20621810461911,90,2026-04-03 12:18:08.544258
Mumbai,31,48,7.505218397035069,155,2026-04-03 11:18:08.544263
Mumbai,37,76,4.267984745660994,226,2026-04-03 10:18:08.544268
Mumbai,29,85,6.398948930021476,252,2026-04-03 09:18:08.544273
Mumbai,33,89,5.7319912115585225,349,2026-04-03 08:18:08.544278
Mumbai,38,74,1.8587875847932072,75,2026-04-03 07:18:08.544283
Mumbai,25,47,1.63226815503846,338,2026-04-03 06:18:08.544288
Mumbai,29,88,9.514354348380257,144,2026-04-03 05:18:08.544293
Mumbai,28,50,8.632866093227065,192,2026-04-03 04:18:08.544298
Mumbai,39,78,2.2657870215774034,232,2026-04-03 03:18:08.544303
Mumbai,29,67,1.0376049081877636,32,2026-04-03 02:18:08.544308
Mumbai,30,72,9.004605896296319,171,2026-04-03 01:18:08.544313
Mumbai,26,73,7.370145125584976,293,2026-04-03 00:18:08.544318
Mumbai,38,67,9.224194631487196,262,2026-04-02 23:18:08.544323
Mumbai,21,78,7.440645605982367,238,2026-04-02 22:18:08.544328
Mumbai,20,53,1.5815597184455004,77,2026-04-02 21:18:08.544333
Mumbai,35,88,5.969452354279124,329,2026-04-02 20:18:08.544338
Mumbai,40,90,2.770113201563439,44,2026-04-02 19:18:08.544343
Mumbai,28,49,8.283420384324055,282,2026-04-02 18:18:08.544348
Mumbai,27,42,8.876862466850662,203,2026-04-02 17:18:08.544352
Mumbai,24,55,9.430406010221496,272,2026-04-02 16:18:08.544357
Mumbai,30,79,6.438479132799247,204,2026-04-02 15:18:08.544361
Mumbai,39,48,5.10642959927577,48,2026-04-02 14:18:08.544365
Mumbai,38,86,2.292140763157656,351,2026-04-02 13:18:08.544370
Mumbai,40,54,2.8846981696350884,317,2026-04-02 12:18:08.544374
Mumbai,27,57,6.654040700710498,20,2026-04-02 11:18:08.544378
Mumbai,35,78,4.575500965602874,346,2026-04-02 10:18:08.544383
Mumbai,30,41,5.35123075059676,133,2026-04-02 09:18:08.544388
Mumbai,37,73,8.033071230264518,138,2026-04-02 08:18:08.544393
Mumbai,31,52,4.2645996514128175,350,2026-04-02 07:18:08.544398
Mumbai,29,42,3.393960759878615,277,2026-04-02 06:18:08.544404
Mumbai,22,87,1.9232063487840483,186,2026-04-02 05:18:08.544409
Mumbai,27,83,9.026606709681403,279,2026-04-02 04:18:08.544415
Mumbai,39,60,6.481497876641507,154,2026-04-02 03:18:08.544420
Mumbai,36,41,1.8595298461399967,184,2026-04-02 02:18:08.544425
Mumbai,40,68,1.8408979882352965,140,2026-04-02 01:18:08.544429
Mumbai,36,88,2.9097511292454934,233,2026-04-02 00:18:08.544434
Mumbai,23,80,2.30548993529475,337,2026-04-01 23:18:08.544439
Mumbai,39,64,5.909534733203544,328,2026-04-01 22:18:08.544444
Mumbai,36,84,2.265663154817922,288,2026-04-01 21:18:08.544449
Mumbai,28,86,4.390556761707541,73,2026-04-01 20:18:08.544454
